Product_code,Product_Category,Date ,Product_Demand,Rate
Product_0338,Category_021,05-07-2012,3,8
Product_0338,Category_021,06-07-2012,1,8
Product_0338,Category_021,09-07-2012,1,8
Product_0338,Category_021,10-07-2012,1,8
Product_0338,Category_021,13-07-2012,23,8
Product_0338,Category_021,13-07-2012,2,8
Product_0338,Category_021,17-07-2012,1,8
Product_0338,Category_021,19-07-2012,3,8
Product_0338,Category_021,20-07-2012,1,8
Product_0338,Category_021,25-07-2012,4,8
Product_0338,Category_021,25-07-2012,2,8
Product_0338,Category_021,25-07-2012,1,8
Product_0338,Category_021,30-07-2012,3,8
Product_0338,Category_021,30-07-2012,3,8
Product_0338,Category_021,07-08-2012,1,8
Product_0338,Category_021,08-08-2012,4,8
Product_0338,Category_021,15-08-2012,3,8
Product_0338,Category_021,29-08-2012,3,8
Product_0338,Category_021,31-08-2012,2,8
Product_0338,Category_021,05-09-2012,2,8
Product_0338,Category_021,11-09-2012,1,8
Product_0338,Category_021,13-09-2012,6,8
Product_0338,Category_021,20-09-2012,1,8
Product_0338,Category_021,21-09-2012,3,8
Product_0338,Category_021,24-09-2012,7,8
Product_0338,Category_021,26-09-2012,7,8
Product_0338,Category_021,01-10-2012,5,8
Product_0338,Category_021,19-10-2012,2,8
Product_0338,Category_021,26-10-2012,18,8
Product_0338,Category_021,30-10-2012,2,8
Product_0338,Category_021,01-11-2012,100,8
Product_0338,Category_021,09-11-2012,1,8
Product_0338,Category_021,09-11-2012,1,8
Product_0338,Category_021,29-11-2012,28,8
Product_0338,Category_021,06-12-2012,3,8
Product_0338,Category_021,10-12-2012,2,8
Product_0338,Category_021,11-12-2012,8,8
Product_0338,Category_021,11-12-2012,1,8
Product_0338,Category_021,17-12-2012,2,8
Product_0338,Category_021,21-12-2012,1,8
Product_0338,Category_021,09-01-2013,5,8
Product_0338,Category_021,15-01-2013,2,8
Product_0338,Category_021,17-01-2013,2,8
Product_0338,Category_021,18-01-2013,1,8
Product_0338,Category_021,24-01-2013,1,8
Product_0338,Category_021,29-01-2013,10,8
Product_0338,Category_021,31-01-2013,1,8
Product_0338,Category_021,06-02-2013,5,8
Product_0338,Category_021,06-02-2013,2,8
Product_0338,Category_021,08-02-2013,4,8
Product_0338,Category_021,08-02-2013,1,8
Product_0338,Category_021,15-02-2013,3,8
Product_0338,Category_021,19-02-2013,3,8
Product_0338,Category_021,22-02-2013,1,8
Product_0338,Category_021,26-02-2013,5,8
Product_0338,Category_021,27-02-2013,1,8
Product_0338,Category_021,01-03-2013,2,8
Product_0338,Category_021,01-03-2013,1,8
Product_0338,Category_021,04-03-2013,1,8
Product_0338,Category_021,05-03-2013,8,8
Product_0338,Category_021,13-03-2013,1,8
Product_0338,Category_021,14-03-2013,1,8
Product_0338,Category_021,19-03-2013,3,8
Product_0338,Category_021,25-03-2013,6,8
Product_0338,Category_021,27-03-2013,1,8
Product_0338,Category_021,29-03-2013,4,8
Product_0338,Category_021,04-04-2013,1,8
Product_0338,Category_021,09-04-2013,2,8
Product_0338,Category_021,15-04-2013,1,8
Product_0338,Category_021,16-04-2013,50,8
Product_0338,Category_021,17-04-2013,2,8
Product_0338,Category_021,23-04-2013,5,8
Product_0338,Category_021,23-04-2013,2,8
Product_0338,Category_021,30-04-2013,50,8
Product_0338,Category_021,30-04-2013,1,8
Product_0338,Category_021,02-05-2013,4,8
Product_0338,Category_021,14-05-2013,11,8
Product_0338,Category_021,14-05-2013,8,8
Product_0338,Category_021,27-05-2013,3,8
Product_0338,Category_021,28-05-2013,2,8
Product_0338,Category_021,29-05-2013,1,8
Product_0338,Category_021,30-05-2013,9,8
Product_0338,Category_021,04-06-2013,2,8
Product_0338,Category_021,04-06-2013,2,8
Product_0338,Category_021,11-06-2013,1,8
Product_0338,Category_021,20-06-2013,11,8
Product_0338,Category_021,20-06-2013,3,8
Product_0338,Category_021,20-06-2013,2,8
Product_0338,Category_021,21-06-2013,2,8
Product_0338,Category_021,26-06-2013,2,8
Product_0338,Category_021,28-06-2013,1,8
Product_0338,Category_021,01-07-2013,1,8
Product_0338,Category_021,09-07-2013,5,8
Product_0338,Category_021,11-07-2013,2,8
Product_0338,Category_021,17-07-2013,4,8
Product_0338,Category_021,17-07-2013,4,8
Product_0338,Category_021,17-07-2013,2,8
Product_0338,Category_021,18-07-2013,2,8
Product_0338,Category_021,22-07-2013,4,8
Product_0338,Category_021,29-07-2013,2,8
Product_0338,Category_021,06-08-2013,1,8
Product_0338,Category_021,07-08-2013,6,8
Product_0338,Category_021,12-08-2013,4,8
Product_0338,Category_021,12-08-2013,2,8
Product_0338,Category_021,16-08-2013,1,8
Product_0338,Category_021,23-08-2013,1,8
Product_0338,Category_021,27-08-2013,2,8
Product_0338,Category_021,04-09-2013,1,8
Product_0338,Category_021,05-09-2013,8,8
Product_0338,Category_021,13-09-2013,5,8
Product_0338,Category_021,17-09-2013,50,8
Product_0338,Category_021,17-09-2013,50,8
Product_0338,Category_021,17-09-2013,2,8
Product_0338,Category_021,17-10-2013,2,8
Product_0338,Category_021,22-10-2013,2,8
Product_0338,Category_021,28-10-2013,10,8
Product_0338,Category_021,30-10-2013,1,8
Product_0338,Category_021,31-10-2013,1,8
Product_0338,Category_021,11-11-2013,1,8
Product_0338,Category_021,11-11-2013,1,8
Product_0338,Category_021,12-11-2013,41,8
Product_0338,Category_021,12-11-2013,2,8
Product_0338,Category_021,12-11-2013,1,8
Product_0338,Category_021,15-11-2013,30,8
Product_0338,Category_021,20-11-2013,7,8
Product_0338,Category_021,21-11-2013,5,8
Product_0338,Category_021,28-11-2013,120,8
Product_0338,Category_021,03-12-2013,43,8
Product_0338,Category_021,05-12-2013,1,8
Product_0338,Category_021,09-12-2013,19,8
Product_0338,Category_021,09-12-2013,10,8
Product_0338,Category_021,09-12-2013,2,8
Product_0338,Category_021,11-12-2013,1,8
Product_0338,Category_021,16-12-2013,5,8
Product_0338,Category_021,19-12-2013,1,8
Product_0338,Category_021,24-12-2013,2,8
Product_0338,Category_021,06-01-2014,2,8
Product_0338,Category_021,06-01-2014,1,8
Product_0338,Category_021,22-01-2014,10,8
Product_0338,Category_021,24-01-2014,50,8
Product_0338,Category_021,28-01-2014,11,8
Product_0338,Category_021,30-01-2014,12,8
Product_0338,Category_021,04-02-2014,30,8
Product_0338,Category_021,10-02-2014,2,8
Product_0338,Category_021,13-02-2014,3,8
Product_0338,Category_021,21-02-2014,1,8
Product_0338,Category_021,25-02-2014,50,8
Product_0338,Category_021,25-02-2014,1,8
Product_0338,Category_021,27-02-2014,1,8
Product_0338,Category_021,03-03-2014,10,8
Product_0338,Category_021,03-03-2014,2,8
Product_0338,Category_021,03-03-2014,1,8
Product_0338,Category_021,05-03-2014,10,8
Product_0338,Category_021,14-03-2014,1,8
Product_0338,Category_021,19-03-2014,35,8
Product_0338,Category_021,27-03-2014,30,8
Product_0338,Category_021,02-04-2014,2,8
Product_0338,Category_021,04-04-2014,8,8
Product_0338,Category_021,18-04-2014,4,8
Product_0338,Category_021,24-04-2014,4,8
Product_0338,Category_021,24-04-2014,2,8
Product_0338,Category_021,30-04-2014,50,8
Product_0338,Category_021,13-05-2014,110,8
Product_0338,Category_021,14-05-2014,2,8
Product_0338,Category_021,30-05-2014,3,8
Product_0338,Category_021,30-05-2014,2,8
Product_0338,Category_021,02-06-2014,10,8
Product_0338,Category_021,04-06-2014,10,8
Product_0338,Category_021,09-06-2014,8,8
Product_0338,Category_021,11-06-2014,1,8
Product_0338,Category_021,20-06-2014,1,8
Product_0338,Category_021,24-06-2014,1,8
Product_0338,Category_021,25-06-2014,1,8
Product_0338,Category_021,09-07-2014,10,8
Product_0338,Category_021,09-07-2014,1,8
Product_0338,Category_021,14-07-2014,30,8
Product_0338,Category_021,17-07-2014,5,8
Product_0338,Category_021,18-07-2014,4,8
Product_0338,Category_021,22-07-2014,10,8
Product_0338,Category_021,23-07-2014,30,8
Product_0338,Category_021,31-07-2014,22,8
Product_0338,Category_021,11-08-2014,2,8
Product_0338,Category_021,12-08-2014,50,8
Product_0338,Category_021,12-08-2014,1,8
Product_0338,Category_021,14-08-2014,10,8
Product_0338,Category_021,22-08-2014,1,8
Product_0338,Category_021,25-08-2014,10,8
Product_0338,Category_021,25-08-2014,1,8
Product_0338,Category_021,26-08-2014,3,8
Product_0338,Category_021,01-09-2014,10,8
Product_0338,Category_021,04-09-2014,2,8
Product_0338,Category_021,08-09-2014,10,8
Product_0338,Category_021,09-09-2014,6,8
Product_0338,Category_021,12-09-2014,50,8
Product_0338,Category_021,12-09-2014,1,8
Product_0338,Category_021,18-09-2014,1,8
Product_0338,Category_021,24-09-2014,6,8
Product_0338,Category_021,24-09-2014,4,8
Product_0338,Category_021,30-09-2014,1,8
Product_0338,Category_021,07-10-2014,4,8
Product_0338,Category_021,14-10-2014,10,8
Product_0338,Category_021,17-10-2014,2,8
Product_0338,Category_021,20-10-2014,3,8
Product_0338,Category_021,23-10-2014,2,8
Product_0338,Category_021,05-11-2014,1,8
Product_0338,Category_021,06-11-2014,1,8
Product_0338,Category_021,10-11-2014,30,8
Product_0338,Category_021,17-11-2014,1,8
Product_0338,Category_021,25-11-2014,50,8
Product_0338,Category_021,27-11-2014,2,8
Product_0338,Category_021,05-12-2014,10,8
Product_0338,Category_021,08-12-2014,2,8
Product_0338,Category_021,09-12-2014,2,8
Product_0338,Category_021,16-12-2014,1,8
Product_0338,Category_021,17-12-2014,50,8
Product_0338,Category_021,24-12-2014,2,8
Product_0338,Category_021,05-01-2015,2,8
Product_0338,Category_021,14-01-2015,5,8
Product_0338,Category_021,21-01-2015,31,8
Product_0338,Category_021,26-01-2015,1,8
Product_0338,Category_021,03-02-2015,2,8
Product_0338,Category_021,04-02-2015,2,8
Product_0338,Category_021,12-02-2015,12,8
Product_0338,Category_021,17-02-2015,1,8
Product_0338,Category_021,18-02-2015,10,8
Product_0338,Category_021,23-02-2015,50,8
Product_0338,Category_021,23-02-2015,1,8
Product_0338,Category_021,27-02-2015,10,8
Product_0338,Category_021,02-03-2015,40,8
Product_0338,Category_021,09-03-2015,40,8
Product_0338,Category_021,09-03-2015,30,8
Product_0338,Category_021,16-03-2015,5,8
Product_0338,Category_021,17-03-2015,60,8
Product_0338,Category_021,25-03-2015,10,8
Product_0338,Category_021,16-04-2015,50,8
Product_0338,Category_021,27-04-2015,1,8
Product_0338,Category_021,28-04-2015,10,8
Product_0338,Category_021,30-04-2015,2,8
Product_0338,Category_021,07-05-2015,2,8
Product_0338,Category_021,12-05-2015,4,8
Product_0338,Category_021,12-05-2015,2,8
Product_0338,Category_021,14-05-2015,4,8
Product_0338,Category_021,09-06-2015,1,8
Product_0338,Category_021,11-06-2015,1,8
Product_0338,Category_021,15-06-2015,16,8
Product_0338,Category_021,16-06-2015,1,8
Product_0338,Category_021,18-06-2015,1,8
Product_0338,Category_021,19-06-2015,10,8
Product_0338,Category_021,22-06-2015,1,8
Product_0338,Category_021,26-06-2015,2,8
Product_0338,Category_021,10-07-2015,5,8
Product_0338,Category_021,14-07-2015,1,8
Product_0338,Category_021,15-07-2015,2,8
Product_0338,Category_021,16-07-2015,1,8
Product_0338,Category_021,21-07-2015,4,8
Product_0338,Category_021,23-07-2015,1,8
Product_0338,Category_021,27-07-2015,20,8
Product_0338,Category_021,28-07-2015,6,8
Product_0338,Category_021,05-08-2015,1,8
Product_0338,Category_021,07-08-2015,6,8
Product_0338,Category_021,10-08-2015,10,8
Product_0338,Category_021,14-08-2015,2,8
Product_0338,Category_021,26-08-2015,4,8
Product_0338,Category_021,28-08-2015,1,8
Product_0338,Category_021,04-09-2015,5,8
Product_0338,Category_021,04-09-2015,3,8
Product_0338,Category_021,09-09-2015,20,8
Product_0338,Category_021,14-09-2015,1,8
Product_0338,Category_021,15-09-2015,24,8
Product_0338,Category_021,28-09-2015,30,8
Product_0338,Category_021,01-10-2015,2,8
Product_0338,Category_021,02-10-2015,30,8
Product_0338,Category_021,09-10-2015,2,8
Product_0338,Category_021,15-10-2015,1,8
Product_0338,Category_021,23-10-2015,2,8
Product_0338,Category_021,27-10-2015,20,8
Product_0338,Category_021,06-11-2015,96,8
Product_0338,Category_021,19-11-2015,9,8
Product_0338,Category_021,24-11-2015,20,8
Product_0338,Category_021,24-11-2015,4,8
Product_0338,Category_021,25-11-2015,2,8
Product_0338,Category_021,02-12-2015,1,8
Product_0338,Category_021,09-12-2015,2,8
Product_0338,Category_021,09-12-2015,1,8
Product_0338,Category_021,11-12-2015,20,8
Product_0338,Category_021,13-12-2015,62,8
Product_0338,Category_021,21-12-2015,3,8
Product_0338,Category_021,25-12-2015,20,8
Product_0338,Category_021,05-01-2016,50,8
Product_0338,Category_021,06-01-2016,3,8
Product_0338,Category_021,07-01-2016,2,8
Product_0338,Category_021,14-01-2016,1,8
Product_0338,Category_021,22-01-2016,20,8
Product_0338,Category_021,27-01-2016,1,8
Product_0338,Category_021,29-01-2016,10,8
Product_0338,Category_021,03-02-2016,2,8
Product_0338,Category_021,09-02-2016,4,8
Product_0338,Category_021,16-02-2016,3,8
Product_0338,Category_021,17-02-2016,3,8
Product_0338,Category_021,24-02-2016,2,8
Product_0338,Category_021,02-03-2016,20,8
Product_0338,Category_021,07-03-2016,1,8
Product_0338,Category_021,10-03-2016,17,8
Product_0338,Category_021,10-03-2016,10,8
Product_0338,Category_021,14-03-2016,2,8
Product_0338,Category_021,15-03-2016,21,8
Product_0338,Category_021,16-03-2016,20,8
Product_0338,Category_021,18-03-2016,56,8
Product_0338,Category_021,31-03-2016,50,8
Product_0338,Category_021,07-04-2016,36,8
Product_0338,Category_021,15-04-2016,30,8
Product_0338,Category_021,19-04-2016,72,8
Product_0338,Category_021,20-04-2016,60,8
Product_0338,Category_021,27-04-2016,16,8
Product_0338,Category_021,27-04-2016,11,8
Product_0338,Category_021,28-04-2016,50,8
Product_0338,Category_021,02-05-2016,38,8
Product_0338,Category_021,02-05-2016,8,8
Product_0338,Category_021,02-05-2016,2,8
Product_0338,Category_021,06-05-2016,2,8
Product_0338,Category_021,11-05-2016,30,8
Product_0338,Category_021,13-05-2016,54,8
Product_0338,Category_021,27-05-2016,2,8
Product_0338,Category_021,02-06-2016,3,8
Product_0338,Category_021,03-06-2016,20,8
Product_0338,Category_021,03-06-2016,3,8
Product_0338,Category_021,06-06-2016,5,8
Product_0338,Category_021,10-06-2016,10,8
Product_0338,Category_021,13-06-2016,10,8
Product_0338,Category_021,14-06-2016,16,8
Product_0338,Category_021,15-06-2016,2,8
Product_0338,Category_021,16-06-2016,10,8
Product_0338,Category_021,17-06-2016,30,8
Product_0338,Category_021,20-06-2016,1,8
Product_0338,Category_021,20-06-2016,1,8
Product_0338,Category_021,22-06-2016,1,8
Product_0338,Category_021,24-06-2016,19,8
Product_0338,Category_021,30-06-2016,100,8
Product_0338,Category_021,05-07-2016,16,8
Product_0338,Category_021,05-07-2016,1,8
Product_0338,Category_021,06-07-2016,10,8
Product_0338,Category_021,08-07-2016,2,8
Product_0338,Category_021,11-07-2016,30,8
Product_0338,Category_021,12-07-2016,30,8
Product_0338,Category_021,13-07-2016,3,8
Product_0338,Category_021,03-08-2016,1,8
Product_0338,Category_021,09-08-2016,10,8
Product_0338,Category_021,09-08-2016,6,8
Product_0338,Category_021,19-08-2016,17,8
Product_0338,Category_021,23-08-2016,10,8
Product_0338,Category_021,24-08-2016,3,8
Product_0338,Category_021,13-09-2016,1,8
Product_0338,Category_021,15-09-2016,3,8
Product_0338,Category_021,16-09-2016,40,8
Product_0338,Category_021,03-10-2016,1,8
Product_0338,Category_021,07-10-2016,3,8
Product_0338,Category_021,14-10-2016,2,8
Product_0338,Category_021,27-10-2016,40,8
Product_0338,Category_021,28-10-2016,2,8
Product_0338,Category_021,01-11-2016,50,8
Product_0338,Category_021,04-11-2016,60,8
Product_0338,Category_021,11-11-2016,5,8
Product_0338,Category_021,11-11-2016,1,8
Product_0338,Category_021,18-11-2016,3,8
Product_0338,Category_021,22-11-2016,1,8
Product_0338,Category_021,05-12-2016,30,8
Product_0338,Category_021,12-12-2016,2,8

