Product_code,Product_Category,Date ,Product_Demand,Rate
Product_0251,Category_007,18-12-2014,2,8
Product_0251,Category_007,22-12-2014,2,8
Product_0251,Category_007,07-01-2015,1,8
Product_0251,Category_007,08-01-2015,1,8
Product_0251,Category_007,21-01-2015,4,8
Product_0251,Category_007,23-01-2015,30,8
Product_0251,Category_007,27-01-2015,10,8
Product_0251,Category_007,28-01-2015,1,8
Product_0251,Category_007,02-02-2015,4,8
Product_0251,Category_007,03-02-2015,4,8
Product_0251,Category_007,03-02-2015,1,8
Product_0251,Category_007,10-02-2015,10,8
Product_0251,Category_007,17-02-2015,1,8
Product_0251,Category_007,19-02-2015,1,8
Product_0251,Category_007,19-02-2015,1,8
Product_0251,Category_007,24-02-2015,1,8
Product_0251,Category_007,26-02-2015,10,8
Product_0251,Category_007,03-03-2015,2,8
Product_0251,Category_007,04-03-2015,1,8
Product_0251,Category_007,05-03-2015,10,8
Product_0251,Category_007,05-03-2015,2,8
Product_0251,Category_007,10-03-2015,3,8
Product_0251,Category_007,13-03-2015,1,8
Product_0251,Category_007,17-03-2015,4,8
Product_0251,Category_007,17-03-2015,1,8
Product_0251,Category_007,18-03-2015,50,8
Product_0251,Category_007,23-03-2015,20,8
Product_0251,Category_007,01-04-2015,2,8
Product_0251,Category_007,06-04-2015,10,8
Product_0251,Category_007,20-04-2015,1,8
Product_0251,Category_007,12-05-2015,10,8
Product_0251,Category_007,19-05-2015,3,8
Product_0251,Category_007,26-05-2015,1,8
Product_0251,Category_007,08-06-2015,1,8
Product_0251,Category_007,16-06-2015,1,8
Product_0251,Category_007,17-06-2015,10,8
Product_0251,Category_007,22-06-2015,10,8
Product_0251,Category_007,29-06-2015,10,8
Product_0251,Category_007,17-07-2015,10,8
Product_0251,Category_007,23-07-2015,2,8
Product_0251,Category_007,27-07-2015,5,8
Product_0251,Category_007,10-08-2015,50,8
Product_0251,Category_007,08-09-2015,10,8
Product_0251,Category_007,09-09-2015,3,8
Product_0251,Category_007,09-09-2015,1,8
Product_0251,Category_007,14-09-2015,3,8
Product_0251,Category_007,14-09-2015,1,8
Product_0251,Category_007,15-09-2015,1,8
Product_0251,Category_007,17-09-2015,10,8
Product_0251,Category_007,25-09-2015,3,8
Product_0251,Category_007,25-09-2015,2,8
Product_0251,Category_007,15-10-2015,50,8
Product_0251,Category_007,30-10-2015,1,8
Product_0251,Category_007,02-11-2015,12,8
Product_0251,Category_007,02-11-2015,1,8
Product_0251,Category_007,02-11-2015,1,8
Product_0251,Category_007,06-11-2015,5,8
Product_0251,Category_007,14-12-2015,20,8
Product_0251,Category_007,21-12-2015,2,8
Product_0251,Category_007,06-01-2016,5,8
Product_0251,Category_007,13-01-2016,1,8
Product_0251,Category_007,19-01-2016,1,8
Product_0251,Category_007,20-01-2016,50,8
Product_0251,Category_007,05-02-2016,8,8
Product_0251,Category_007,09-02-2016,1,8
Product_0251,Category_007,12-02-2016,2,8
Product_0251,Category_007,22-02-2016,3,8
Product_0251,Category_007,25-02-2016,3,8
Product_0251,Category_007,16-03-2016,10,8
Product_0251,Category_007,28-03-2016,10,8
Product_0251,Category_007,07-04-2016,10,8
Product_0251,Category_007,13-04-2016,5,8
Product_0251,Category_007,19-04-2016,10,8
Product_0251,Category_007,10-05-2016,10,8
Product_0251,Category_007,10-05-2016,2,8
Product_0251,Category_007,12-05-2016,10,8
Product_0251,Category_007,17-05-2016,10,8
Product_0251,Category_007,20-05-2016,50,8
Product_0251,Category_007,02-06-2016,1,8
Product_0251,Category_007,03-06-2016,20,8
Product_0251,Category_007,21-07-2016,10,8
Product_0251,Category_007,27-07-2016,10,8
Product_0251,Category_007,01-08-2016,1,8
Product_0251,Category_007,03-08-2016,2,8
Product_0251,Category_007,09-08-2016,10,8
Product_0251,Category_007,23-08-2016,10,8
Product_0251,Category_007,25-08-2016,5,8
Product_0251,Category_007,05-09-2016,1,8
Product_0251,Category_007,14-09-2016,10,8
Product_0251,Category_007,14-09-2016,10,8
Product_0251,Category_007,27-09-2016,10,8
Product_0251,Category_007,03-10-2016,2,8
Product_0251,Category_007,05-10-2016,1,8
Product_0251,Category_007,07-10-2016,2,8
Product_0251,Category_007,07-10-2016,1,8
Product_0251,Category_007,12-10-2016,50,8
Product_0251,Category_007,28-10-2016,1,8
Product_0251,Category_007,17-11-2016,5,8
Product_0251,Category_007,21-11-2016,10,8
Product_0251,Category_007,25-11-2016,1,8
Product_0251,Category_007,05-12-2016,10,8
Product_0251,Category_007,05-12-2016,2,8
Product_0251,Category_007,09-12-2016,1,8
Product_0251,Category_007,09-12-2016,1,8
Product_0251,Category_007,13-12-2016,10,8
Product_0251,Category_007,15-12-2016,20,8
